Label,modularity_class
[HH].[HH].[H][CH3].[H][CH3].[OH2].[OH2].[OH2],2
[HH].[HH].[H][CH3].[H][O]([CH3])[O][OH],3
[HH].[HH].[H][CH3].[H][O]([OH])[O][CH3],3
[HH].[HH].[H][CH3].[H][O][O]([CH3])[OH],3
[HH].[HH].[H][CH3].[H][O]=[O][O]=[CH2],3
[HH].[HH].[H][O][C]([H])=[CH2].[O]=[O],1
[HH].[HH].[H][O][O]([OH])[C]([H])=[CH2],2
[HH].[HH].[H][O][O][O][C]([H])=[CH2],2
[HH].[HH].[H][O][O][O]=[C]([H])[CH3],2
[HH].[HH].[H][O][O][O]1[CH2][CH]1[H],4
[HH].[HH].[H][O][O]1[CH2][CH]([H])[O]1,4
[HH].[HH].[H][O][O]1[O][C]1([H])[CH3],1
[HH].[HH].[H][O][O]1[O][CH2][CH]1[H],1
[HH].[HH].[H][O]=[C]([H])[CH3].[O]=[O],4
[HH].[HH].[H][O]=[O][C]([H])=[CH2].[OH2],1
[HH].[HH].[H][O]1[O]([OH])[C]1([H])[CH3],1
[HH].[HH].[H][O]1[O][C]([H])([CH3])[O]1,4
[HH].[HH].[H][O]1[O][O][C]1([H])[CH3],4
[HH].[HH].[HH].[H][C]([CH3])([OH])[O]=[O],1
[HH].[HH].[HH].[H][C]([CH3])=[O].[O]=[O],2
[HH].[HH].[HH].[H][C]([CH3])=[O][O][OH],1
[HH].[HH].[HH].[H][C]([OH])=[CH][O][OH],1
[HH].[HH].[HH].[H][C](=[CH][OH])[O][OH],1
[HH].[HH].[HH].[H][C](=[CH2])[O]([OH])[OH],1
[HH].[HH].[HH].[H][C](=[CH2])[O][O][OH],1
[HH].[HH].[HH].[H][C](=[CH2])[O]=[O].[OH2],2
[HH].[HH].[HH].[H][C](=[CH2])[OH].[O]=[O],2
[HH].[HH].[HH].[H][C]#[C][O][OH].[OH2],2
[HH].[HH].[HH].[H][C]#[C][OH].[OH][OH],2
[HH].[HH].[HH].[H][C]#[CH].[OH][O][OH],2
[HH].[HH].[HH].[H][C]#[CH].[OH2].[O]=[O],1
[HH].[HH].[HH].[H][C]1([CH3])[O][O][O]1,2
[HH].[HH].[HH].[H][C]1([CH3])[O][O]1[OH],2
[HH].[HH].[HH].[H][C]1([CH3])[O]=[O]1.[OH2],1
[HH].[HH].[HH].[H][C]1([CH3])[O]2[O][O]21,1
[HH].[HH].[HH].[H][C]1=[CH][O][O]1.[OH2],1
[HH].[HH].[HH].[H][C]1=[CH][O]1.[OH][OH],4
[HH].[HH].[HH].[H][C]1=[CH][O]1[OH].[OH2],4
[HH].[HH].[HH].[H][C]12[CH2][O]([O]1)[O]2,4
[HH].[HH].[HH].[H][C]12[CH2][O][O]1[O]2,1
[HH].[HH].[HH].[H][C]12[CH2][O]1[O][O]2,4
[HH].[HH].[HH].[H][C]12[CH2][O]1[O]2[OH],4
[HH].[HH].[HH].[H][CH]([CH3])[O]1[O][O]1,2
[HH].[HH].[HH].[H][CH]([CH3])[OH].[OH2].[OH2],1
[HH].[HH].[HH].[H][CH]=[C]([OH])[O][OH],1
[HH].[HH].[HH].[H][CH]=[C]=[O][OH].[OH2],2
[HH].[HH].[HH].[H][CH]=[C]1[O][O]1.[OH2],1
[HH].[HH].[HH].[H][CH]=[O][O]([CH3])[OH],3
[HH].[HH].[HH].[H][CH]=[O][O][O][CH3],3
[HH].[HH].[HH].[H][CH]1[CH]2[O]([OH])[O]12,4
[HH].[HH].[HH].[H][CH]1[CH]2[O][O][O]12,4
[HH].[HH].[HH].[H][CH]1[CH]2[O][O]1[O]2,4
[HH].[HH].[HH].[H][CH]1[CH2][O]([OH])[O]1,2
[HH].[HH].[HH].[H][CH]1[CH2][O][O][O]1,2
[HH].[HH].[HH].[H][CH]1[CH2][O][O]1[OH],2
[HH].[HH].[HH].[H][CH]1[CH2][O]1[O][OH],2
[HH].[HH].[HH].[H][CH]1[CH2][O]2[O][O]12,1
[HH].[HH].[HH].[H][CH]1[O][O]2[O][CH]12,1
[HH].[HH].[HH].[H][CH2][C]12[O][O]1[O]2,4
[HH].[HH].[HH].[H][CH2][CH]1[O][O][O]1,2
[HH].[HH].[HH].[H][CH2][CH]1[O][O]1[OH],2
[HH].[HH].[HH].[H][CH2][CH]1[O]2[O][O]12,0
[HH].[HH].[HH].[H][CH2][CH2][O]([OH])[OH],1
[HH].[HH].[HH].[H][CH2][CH2][O][O][OH],1
[HH].[HH].[HH].[H][CH2][CH2][O]1[O][O]1,0
[HH].[HH].[HH].[H][CH2][CH2][OH].[OH2].[OH2],1
[HH].[HH].[HH].[H][CH2][CH3].[O]1[O][O]1,1
[HH].[HH].[HH].[H][CH2][CH3].[OH2].[OH2].[OH2],2
[HH].[HH].[HH].[H][CH2][O]([CH3])[O][OH],3
[HH].[HH].[HH].[H][CH2][O]([OH])[O][CH3],3
[HH].[HH].[HH].[H][CH3].[OH][O]1[CH]=[O]1,3
[HH].[HH].[HH].[H][O]([CH2][CH3])[O][OH],1
[HH].[HH].[HH].[H][O]([OH])[O][CH2][CH3],1
[HH].[HH].[HH].[H][O][O]([OH])[CH2][CH3],1
[HH].[HH].[HH].[H][O][O][O][CH2][CH3],1
[HH].[HH].[HH].[HH].[OH][O][O]1[CH2][CH2]1,4
[HH].[HH].[HH].[HH].[OH][O]1[CH2][CH2][O]1,1
